,Winery,Lats,Longs
8476,Renegade,39.7306209,-104.9992768
8477,Gran Vinaio,40.8130178,-73.8907756
8478,Domaine Gilles Chollet,47.2888082,2.9689831
8479,Emblem,38.985332,-94.672494
8480,Faust,36.7499635,-95.967834
8481,Domaine de l'Edre,42.8503338,2.776366
8482,Picazo,38.297549,-122.491613
8483,Triacca,41.4326561,-71.4591605
8484,Agrisole,43.6590955,10.8196423
8485,Nanna's Short Cake,38.554915,-86.4675898
8486,Caparra & Siciliani,18.4051404,-66.11376729999999
8487,Château Lalaudey,45.042369,-0.8041999999999999
8488,Château Poitevin,45.4083001,-0.9573407
8489,Château Bournac,45.33814049999999,-0.8801123
8490,Foyt Family,38.2278353,-122.4584088
8491,Sapolil Cellars,46.122931,-118.232962
8492,Bryter,38.297538,-122.286865
8493,Royal de Jarras,43.531033,4.1791159
8494,Château le Peyrat,37.6675865,-77.57112099999999
8495,Château d'Antugnac,42.957732,2.226773
8496,Crimson Ranch,33.3076089,-117.080773
8497,Piaggia,43.8269013,11.0065493
8498,Secret Cellars,41.84749559999999,-91.6465451
8499,Trump,33.729614,-118.349549
8500,Seven Sails,49.1814012,-123.9773396
8501,Tenuta Gorghi Tondi,37.6037939,12.6519856
8502,3 Ball,33.8882156,-118.3696259
8503,Bruno Rocca,44.71468240000001,8.084687599999999
8504,Soligo,46.7875647,-71.3094735
8505,Val d'Oca,45.88601,12.0082182
8506,Principe Corsini Fattoria Le Corti,43.64984070000001,11.1956344
8507,Il Colombaio di Cencio,43.4222407,11.4323972
8508,Castello Il Palagio,43.6180372,11.243752
8509,Condado de Haza,40.6470251,-74.2153111
8510,Terrapin Cellars,33.98050200000001,-83.3966856
8511,Buttonwood Farm,41.5533188,-71.8823563
8512,Venta del Puerto,38.8079632,-0.8834459
8513,Domaine des Gandines,46.419658,4.8169511
8514,Tardencuba,41.384142,-5.532135999999999
8515,Guido Berta,44.7694339,8.3029808
8516,Charles Thomas,41.2734318,-96.23246239999999
8517,Conte Ferdinando Guicciardini,43.64993519999999,11.1132065
8518,René Barbier,48.58804199999999,-68.190946
8519,Viña Santa Marina,38.8287084,-6.371983999999999
8520,Bodegas San Martín,-33.3476125,-70.6951218
8521,Bodega San Pedro Apóstol,42.42722870000001,-2.6896873
8522,Bodegas Lomablanca,34.0637975,-118.2239144
8523,Barons de Rothschild,40.76295160000001,-73.9692965
8524,Crown Point,41.4169806,-87.3653135
8525,Cave d'Azé,46.429175,4.761096
8526,La Cave de Pomerols,43.3904439,3.4915683
8527,Val Auclair,42.5141035,3.1086701
8528,Vignobles Boudinaud,43.929423,4.601783
8529,Finca la Malena,34.0522342,-118.2436849
8530,Ancient Roots,41.696302,-72.721147
8531,Julia James,48.4186256,-123.3245062
8532,Château Fongaban,44.9172974,-0.09361159999999999
8533,Clendenen,36.0999301,-95.9398403
8534,Vignobles Arbo,44.937211,-0.010428
8535,Sea Change,44.9781482,-93.2557599
8536,Succulent Vineyards,36.1541625,-97.0335889
8537,Cirque du Vin,40.8000562,-73.9684479
8538,Vintager,42.5753241,-72.8662245
8539,Château d'Anglès,43.218649,3.187554
8540,Casteller,25.886866,-80.16321099999999
8541,Rivera de Castilla,41.6648375,-4.7234684
8542,Ikal 1150,29.761182,-95.3612349
8543,Domaine du Penlois,46.16993309999999,4.705450799999999
8544,Ambasciata del  Buon Vino,37.9003784,-122.0629253
8545,Château Maubert,48.85034650000001,2.3485224
8546,Harbes Family Vineyard,40.9862652,-72.578206
8547,Caitec,39.2325373,-76.674752
8548,Benito Ferrara,41.019526,14.822301
8549,Soluna,29.5065873,-98.46665
8550,Casisano Colombaio,43.008397,11.496162
8551,De Bardos,43.4754549,-1.20333
8552,Head High,34.5639317,-85.6152785
8553,Mondet,50.8633326,4.101128099999999
8554,Salomon Estate,51.15273999999999,0.242133
8555,Lumen,32.841051,-96.787363
8556,Finca Milena,5.5781922,-75.8498152
8557,Marqués de Olivara,41.5231127,-5.382831
8558,Château Clos Haut-Peyraguey,44.5457016,-0.3396912
8559,T'Gallant,40.34076,-75.1530369
8560,Stonehaven,36.044687,-95.85703799999999
8561,Malibràn,45.8417815,12.2330511
8562,Château de Léoube,43.122571,6.293349999999999
8563,Château Cadet-Bon,44.9012075,-0.1534904
8564,Château Grand Bireau,44.7904527,-0.2236808
8565,Berlucchi,40.7679629,-73.96360159999999
8566,Château Haut Bergeron,44.56734729999999,-0.320298
8567,Cálago,42.5705503,-8.8219329
8568,Potek,34.421119,-119.690654
8569,Siren Song,47.84241050000001,-120.09921
8570,Imagination Wines,38.1157892,-121.2431235
8571,Young Inglewood,38.482846,-122.455389
8572,Tognetti,41.04672,-74.76104
8573,Vinedos Aurora,38.13276010000001,-121.2729414
8574,Casey Flat Ranch,38.82919649999999,-122.1928955
8575,Oak Mountain,33.3247302,-86.7593249
8576,Llama,40.716629,-73.950426
8577,Christiano Family,43.101811,-76.05907599999999
8578,Galatea Effect,38.29152089999999,-122.4572466
8579,Le 7 Camicie,42.9881684,11.5315032
8580,Château Deyrem Valentin,45.058758,-0.6903574
8581,Les Costières de Pomerols,43.3904439,3.4915683
8582,Mileto,40.091385,-74.052454
8583,PRIE Vineyards and Winery,38.1221776,-121.2147268
8584,Tenuta Bellafonte,42.94294499999999,12.562059
8585,The 50 by 50,40.7173509,-74.00882539999999
8586,Devil Proof,38.6113055,-122.8704785
8587,Château d'Argadens,44.615977,-0.1696822
8588,Château de Lugagnac,44.1932881,3.1112058
8589,Château La Bastienne,44.937569,-0.15045
8590,Château La Croix Romane,44.954883,-0.20872
8591,Château La Fortine,44.9123189,-0.137089
8592,Thunevin,44.8951333,-0.1552201
8593,Maison Saint Aix,43.6625725,5.6946541
8594,Mill Creek,36.0724841,-95.83190549999999
8595,San Benedetto,42.9609785,13.8746469
8596,Château Laborde,45.004622,-0.051539
8597,Château Brillette,41.835792,-93.531769
8598,Coniglio,41.5005786,-81.681221
8599,Gomba,0.2229791,31.6739371
8600,Ledson,38.441556,-122.586264
8601,Tre Fiori,52.05426,12.62387
8602,Meerea Park,40.76552849999999,-73.9790084
8603,René Geoffroy,49.0564242,4.004978299999999
8604,Le Grix de la Salle,46.816809,-71.26875919999999
8605,H. Billiot Fils,49.0776776,4.1716898
8606,Bodegas Ramon Ramos,41.391575,-5.542128
8607,Douglas Green,40.785549,-74.27743099999999
8608,Twenty Bench,43.1894813,-79.3975621
8609,Cantina Bartolo Mascarello,44.611169,7.940340999999999
8610,Carneros Hills,38.2261354,-122.3783983
8611,Counter Punch,34.0187542,-118.4085405
8612,K5 Argiñano,40.7464638,-73.98426599999999
8613,Tar & Roses,36.9687332,-94.84572879999999
8614,Bodegas Qumrán,31.741248,35.459148
8615,Glasshaus,25.7327038,-80.2377975
8616,Merops,49.7518181,18.6004792
8617,Cuvée Lucia,34.0585302,-118.4149133
8618,Tezza,32.8525029,-80.0038806
8619,Bateaux Cellars,46.4018846,-122.8742668
8620,Elkhorn Peak,38.228202,-122.219553
8621,Transmission,36.9919158,-95.6204472
8622,Verdad,32.9252085,-97.15597389999999
8623,Palari,22.6004482,79.4281914
8624,Château de Tiregand,44.8561522,0.5505386999999999
8625,Germano Angelo,44.63505300000001,7.953368
8626,Rizieri,44.640237,8.0268
8627,Château de Sérame,43.236633,2.760593
8628,Château Perthus,42.4592325,2.8587965
8629,Domaine les Carmels,44.71497369999999,-0.3567526
8630,Method,38.917273,-94.64637499999999
8631,Domaine Jean Chartron,46.9446293,4.756315
8632,Il Brunone,40.6331249,-89.3985283
8633,Martinelle,44.1426873,5.050862899999999
8634,Domaine Saint Pierre,46.914173,-71.04184529999999
8635,Domaine des Remizières,45.0670255,4.881784199999999
8636,Viña Alarba,41.2049317,-1.6135555
8637,Casa de la Reina,35.122852,-106.520307
8638,Magnífico,37.2718538,-79.9388043
8639,Pierre Deschamps,45.4845886,-75.64027329999999
8640,No Time,30.520243,-97.69107620000001
8641,DOC Wine Selection,41.8377264,-88.0087008
8642,Vertijana,37.2558321,-3.2335167
8643,Château Maucaillou,45.0853331,-0.7454046
8644,Château Tour Saint-Joseph,39.7726285,-94.84906289999999
8645,Domaine Gerard Charvet,46.2132727,4.7124089
8646,White Rose,37.040508,-95.645934
8647,Sawbuck,40.21284,-74.007519
8648,Labyrinth,37.7880156,-122.5058305
8649,Pietro Zardini,45.5161369,10.8990908
8650,Calista,37.6397393,-98.28256999999999
8651,O'Connor,36.072112,-95.82708699999999
8652,Cantina Sociale della Valpantena,45.4978585,11.0163195
8653,Corte San Benedetto,45.4951539,10.9355744
8654,Dundee Springs,42.0776716,-88.2870294
8655,Villa Giulia,41.9183309,12.477746
8656,The Academy,36.1578283,-95.9041182
8657,Château Duc d'Arnauton,39.141235,-78.13156699999999
8658,Château la Croizille,44.884374,-0.134678
8659,Château Bellerive,45.6136738,-73.6357172
8660,Château Coussieu-Coutelin,45.244409,-0.80633
8661,Finca Arantei,42.068983,-8.545008
8662,Herman Walters,39.3529207,-76.66101139999999
8663,Moss Roxx,38.13655079999999,-121.2415325
8664,Idrias,42.08839,-0.092362
8665,Villa Spinosa,45.53058430000001,10.9299682
8666,Apogee,41.8942059,-87.62845539999999
8667,Lucky,37.569148,-95.24946899999999
8668,Yangarra Park,-35.1586269,138.6406896
8669,Bellarine Estate,-38.1380043,144.6098143
8670,Reynolds,37.225521,-95.70517199999999
8671,Mak,41.9034365,-87.6758541
8672,Killerby,54.3607264,-1.6006317
8673,Domaine de l'Eole,43.7709838,4.918845999999999
8674,Domaine de la Berthète,44.14396199999999,4.891127399999999
8675,Ca' Lojera,45.4518472,10.6415349
8676,Paul Prieur et Fils,47.344572,2.807983
8677,Kings Carey,34.6441024,-120.4726746
8678,Domaine St Martin d'Agel,45.6076533,-73.6726632
8679,Radio Boca,26.3666287,-80.0845939
8680,Rectoral de Amandi,42.3990193,-7.5158257
8681,Bernard Baudry,47.160439,0.332553
8682,Malondro,41.263754,0.905704
8683,JD,37.0473568,-95.67461910000002
8684,Bodegas Soledad,39.931324,-3.011685
8685,Massimago,45.4691743,11.146784
8686,Mineral Wines,38.1374857,-120.4644748
8687,Villa Dria,43.8916066,0.07436759999999999
8688,Vignobles Dom Brial,42.75243,2.8156136
8689,Gianni Buonomo,32.7452989,-117.2482429
8690,Château Moulin de Clotte,44.8921033,-0.1525687
8691,Luca Faccinelli,46.172094,9.990056
8692,Lady Hill,45.2456244,-122.8880483
8693,Château de Bergun,46.6290177,9.7453786
8694,Château la Roseraie,44.9146132,-0.1498229
8695,Château Monconseil Gazin,45.0977611,-0.6237727
8696,Ronchi di Giancarlo Rocca,44.719722,8.087653999999999
8697,J. Moreau & Fils,32.870735,-117.236132
8698,Château Franc Couplet,44.7361808,0.1604164
8699,Mas Janeil by Francois Lurton,44.881089,-0.332256
8700,Château de Lagorce,44.7200575,-0.3738356
8701,Travis,37.09024,-95.712891
8702,Argami,43.3010244,-5.884524799999999
8703,Puma Road,36.4615079,-121.4520308
8704,Quimay,27.069517,-109.464994
8705,Edi Keber,45.977099,13.502278
8706,Parra Family,41.2128442,-95.9933188
8707,Mahoney,41.0252917,-96.3139126
8708,Domaine Sébastien Dampt,47.819783,3.773318
8709,Raised By Wolves,32.8721475,-117.2128706
8710,Caminada,29.0757846,-89.2975505
8711,Vettori,40.745053,-79.8166099
8712,Chartogne-Taillet,49.2959958,3.948598099999999
8713,Domaine de la Forêt,46.4616495,-72.63474289999999
8714,Saint Helena Winery,38.520096,-122.475163
8715,Animo,39.8977871,-75.0317042
8716,Château Noaillac,45.404536,-0.9924394
8717,Château Peyfaures,25.8329638,-80.1838013
8718,Château Sénéjac,40.7684892,-73.9589049
8719,Ferrero,40.540175,-74.5463668
8720,Vagabond,37.6842461,-97.3475907
8721,Cantina Zaccagnini,39.8615299,-75.3433586
8722,Aimé Roquesante,43.3972987,6.4156651
8723,Gilligan,41.18685139999999,-74.0361052
8724,Agro de Bazán,42.54006,-8.787632
8725,Deakin Estate,-34.41151250000001,142.2878677
8726,Teal Lake,46.5134554,-87.6304084
8727,Cave de Genouilly,46.6564083,4.5799362
8728,Pressed,33.8527801,-84.3624579
8729,Skylite Cellars,47.76711,-122.154449
8730,Ermita Veracruz,32.511533,-116.972086
8731,Château Grand Destieu,44.866636,-0.181499
8732,Jean-Claude Roux,44.504438,6.359558
8733,La Cignozza,43.0538278,11.8649588
8734,The Lost Colony,35.9393946,-75.7090795
8735,Escalada Do Sil,40.7149596,-74.0146632
8736,La Pleïade II,46.8537821,-71.2103544
8737,Napa Glen,42.5484578,-83.10365209999999
8738,Cordier,40.2558264,-76.8629974
8739,Halcyon,32.82402,-96.769925
8740,Freelander,37.330959,-92.9212031
8741,Manross,41.6761393,-72.89790959999999
8742,La Torricella,44.5751006,8.0002202
8743,Club Deluxe,37.769772,-122.447143
8744,Pend d'Oreille,48.5053657,-117.2663436
8745,Domaine Franck Millet,47.3041001,2.7949969
8746,Valquejigoso,40.2725038,-4.1379457
8747,Bailarin,38.5799209,-121.4972948
8748,El Molino de Puelles,42.5796819,-2.7065951
8749,Domaine Font de Michelle,44.0449419,4.8881507
8750,Chateau Dauzac,45.0193835,-0.6234432999999999
8751,Château le Bon Pasteur,44.9293048,-0.1808131
8752,Fuerza,37.357617,-121.8424061
8753,Cagliero,35.7266214,-120.6853387
8754,Streicker,40.7680691,-73.9699116
8755,Heitz,38.4906878,-122.4508595
8756,Malene Wines,35.1967816,-120.566627
8757,Outlander,47.65231,-122.355567
8758,Bocelli,40.5972679,-74.08419049999999
8759,Caposaldo,43.0890613,-77.6070903
8760,Col di Rocca,45.88729,12.20498
8761,La Confrérie de Oisly et Thésée,47.3892833,1.3781129
8762,Voga,38.8832522,-94.7406264
8763,Fleming Jenkins,37.273672,-82.57525799999999
8764,Blue Oasis,36.1653697,-86.51530319999999
8765,Château Bel-Air Ouÿ,44.8882451,-0.1607374
8766,Château du Breuil,49.2303065,0.2155075
8767,Château Fayat,40.7684892,-73.9589049
8768,Gravner,45.982689,13.606573
8769,Château la Hargue,34.0522342,-118.2436849
8770,Cascabel,34.1526193,-118.3644092
8771,Château Capdet,45.0635894,-0.7999029999999999
8772,Château de Cérons,44.635102,-0.3335
8773,Château des Cabans,45.3530261,-0.8701184
8774,Il Paradiso di Frassina,43.0904989,11.4807313
8775,Inkwell,39.1668866,-86.5350067
8776,Icono,32.8310099,-117.1201205
8777,The Big Easy,29.95106579999999,-90.0715323
8778,La Riojana Coop,48.421038,-122.336552
8779,Lagar de Cervera,40.7437362,-73.99133139999999
8780,Hawthorne Ridge,30.3192594,-95.5053111
8781,Vega de Tera,41.9971757,-6.125529999999999
8782,Domaine Jean Grivot,47.1619535,4.9557796
8783,Château Majoureau,44.5946282,-0.1353632
8784,Bodegas del Mundo,25.7251261,-100.3247009
8785,Hellfire,39.485661,-119.746385
8786,Thralls,31.5709408,-94.57414469999999
8787,Tenuta Monte Gorna,37.6542067,15.0761385
8788,Cache Creek Vineyards,39.0182485,-122.5710469
8789,Château Moulin de Canhaut,45.4083001,-0.9573407
8790,Butternut,42.1836997,-73.32014819999999
8791,Lyric by Etude,38.2458215,-122.3150228
8792,WCP,47.393873,-122.253777
8793,3 Rings,38.3636573,-97.68606
8794,Château de Trinquevedel,44.00209,4.716364
8795,Santa Faustina,29.6944728,-95.864103
8796,Hoi Polloi,37.8488077,-122.2721872
8797,El Sequé,38.41013299999999,-1.065046
8798,Redwood Ridge Estate,37.1593033,-122.0043097
8799,Bremerton,47.5650067,-122.6269768
8800,Foxtrot,39.09178430000001,-94.5853163
8801,Château de Lamarque,45.09992,-0.717884
8802,Château la Calvaire,34.0522342,-118.2436849
8803,Knights Bridge,36.7516099,-95.9784007
8804,Muddy Arch,38.6305112,-90.1847315
8805,Trocard,44.97187599999999,-0.139084
8806,Château Fonchereau,44.8850536,-0.4392283
8807,Château Tire Pé,44.589141,-0.09896
8808,Poggio Trevvalle,42.795576,11.257695
8809,Wild Oats,43.91493930000001,-69.9638567
8810,De Novo,40.842067,-74.2094798
8811,Moulin de Gassac,40.8138346,-74.21900529999999
8812,DAOU,35.641263,-120.784292
8813,Les Vignerons des Côtes d'Agly,42.74999529999999,2.6774682
8814,Bellarina,36.1478838,-79.8670432
8815,Castello Tricerchi,43.1059932,11.4868156
8816,Cricket Hill,41.964277,-87.642853
8817,Manoir de la Tête Rouge,47.1272325,-0.2373705
8818,Tara Bella,38.4825453,-122.8135254
8819,Matané,48.8445157,-67.5305758
8820,Hill of Content,35.78747000000001,-78.6702566
8821,Centennial,37.09024,-95.712891
8822,Michel Laroche,46.334092,-72.5908563
8823,Val d'Orbieu,43.1743306,2.9893732
8824,Château Camplazens,43.191757,3.1267274
8825,Domaine de la Courtade,42.9993236,6.211911799999999
8826,Ulises Valdez,38.7878896,-123.0047388
8827,Château Vieux Moulin,43.1991368,2.6838844
8828,Cipriana,33.7589971,-78.81116449999999
8829,Blue Moon,39.0406375,-94.27261969999999
8830,Ribota,41.3408344,-3.4094629
8831,Maison des 3 Ponts,45.55621439999999,-0.5475795999999999
8832,Paternò di Vittoria,36.9505973,14.6056774
8833,Marcel Martin,45.4759321,-75.7080584
8834,Château Moulin Saint-Georges,44.8873376,-0.1552097
8835,Cubo,45.5119406,-122.6336172
8836,Kentia,40.6532069,-73.6785872
8837,Bouké,40.9886802,-72.55490879999999
8838,Domaine des Varoilles,47.2251562,4.971161599999999
8839,Massimo,41.8231563,-71.42235749999999
8840,Château de Targé,47.228476,0.015275
8841,Marulli,40.7050884,-74.00923569999999
8842,Colmello di Grotta,45.9050535,13.5455064
8843,Fattoria Zerbina,44.23373489999999,11.8605934
8844,Riboli,38.9141701,-123.6953153
8845,Viña Vedra,42.7748101,-8.4808518
8846,Caves de la Loire,47.351646,-0.453958
8847,428 Wines,38.6062923,-122.8624661
8848,Saracco,28.3517795,-80.72612699999999
8849,St Mary's,36.39385499999999,-97.87093999999999
8850,Tio Pepe,39.2953072,-76.6149207
8851,Lucchetti,40.705973,-79.724215
8852,Poggio Stenti,42.9473435,11.4448503
8853,Grands Amis Winery,38.190588,-121.198443
8854,Hartwell,34.3528825,-82.932087
8855,Ilsley,44.0125185,-73.1689114
8856,Maley Brothers Vineyards,38.1541225,-121.3011071
8857,Salem Wine Company,44.92231719999999,-123.0311441
8858,Bracco,43.3733,-95.115218
8859,Château Mirefleurs,45.6941823,3.2219985
8860,Salviano,42.723743,12.272048
8861,Bernard Defaix,47.8181073,3.773102599999999
8862,Castellaccia,42.92303,11.0262809
8863,Fattoria Vitiano,43.665092,11.3651446
8864,Domaine des Caves du Prieuré,40.723593,-73.9925738
8865,Moillard,47.1395616,4.951524099999999
8866,21 Grams,40.87006969999999,-124.0929464
8867,Altos del Terral,41.6718559,-3.687700099999999
8868,Valtosca,29.4804419,-98.7239451
8869,Château de Portets,44.6987689,-0.4269786
8870,A2O,38.327855,-85.73795199999999
8871,Château Malherbe,43.101571,6.327645
8872,Domaine des Mapliers,43.4789429,6.3066514
8873,Tenuta dei Mille,37.60452900000001,12.922598
8874,Troika,34.0734253,-118.3442461
8875,Pfendler,40.4237166,-86.9153953
8876,Emvy Cellars,47.6553398,-117.4131394
8877,Domaine la Boutinière,44.055818,4.8311318
8878,Valduero,41.7512584,-3.7823344
8879,Domaine Royal de Jarras,43.531033,4.1791159
8880,People's Wine Revolution,38.5767391,-122.5779354
8881,Domaine Cady,47.3292533,-0.6881096999999999
8882,Troll Bridge,47.651246,-122.3476812
8883,Sawtooth,36.0961145,-80.2479352
8884,Château de Thauvenay,47.3084997,2.8620427
8885,Red Stich,37.9788184,-87.5842466
8886,Eclectic,35.1541418,-89.99750739999999
8887,Fornacelle,43.349237,11.2761161
8888,LaZarre,32.4841081,-92.11683149999999
8889,Stein Family,29.6747031,-95.5144246
8890,Château de Brousse,43.99682,2.626473
8891,Château la Bastidette,34.0522342,-118.2436849
8892,Château le Grand Moulin,39.11836460000001,-77.2017743
8893,Fifi,25.855006,-80.120656
8894,Weingut Stroblhof,46.4496485,11.249367
8895,Domaine de la Citadelle,43.84423959999999,5.1972118
8896,Enio Ottaviani,43.927342,12.661009
8897,Don & Sons,37.22555639999999,-95.7052215
8898,Moonday Night Harvest,33.946319,-117.4355398
8899,Angel Camp,38.0677832,-120.5385299
8900,Maison du Midi,43.4926561,6.3631612
8901,Beelgara,-34.2677137,146.113157
8902,Domaine des Sablonnettes,47.287993,-0.570466
8903,SalvaTerra,-0.7595761999999999,-48.5232815
8904,Château Castegens,44.8766174,-0.0229389
8905,Château Mayne Mazerolles,45.13830799999999,-0.631718
8906,Château Viranel,43.450893,3.070442
8907,Brigaldara,45.5195994,10.9104937
8908,Sainte Marie des Crozes,43.1849109,2.5957818
8909,Chatel,46.267395,6.841152
8910,Toscar,42.4108176,0.351008
8911,Mensch,40.8349901,-73.8402224
8912,Voirin-Jumel,48.98139399999999,3.993115
8913,Domaine de la Renjarde,44.1959668,4.8293488
8914,Bodegas Ondarre,42.5176349,-2.3791583
8915,Le Grand Courtage,45.52692099999999,-73.3011499
8916,Townley,32.79662,-96.95848509999999
8917,Punta del Cielo,32.5794508,-96.3093895
8918,Still River,41.4637926,-73.40649309999999
8919,Domaine Pinnacle,45.026758,-72.7846319
8920,Press Cellars,47.65534,-117.413139
8921,Cava Blancher,41.4251649,1.7910206
8922,Alice White,40.819892,-73.62563999999999
8923,Los Cielos,33.47565489999999,-112.2241408
8924,Hom,32.7916593,-79.94048959999999
8925,Bodegas Martinez Corta,42.44841750000001,-2.701933
8926,Bollini,36.7308189,-95.8972287
8927,Domaine du Vieil Orme,47.3258082,1.2030705
8928,Bellini,40.7845765,-73.97319259999999
8929,Conde Ansurez,4.7609866,-74.05933
8930,Château Laujac,45.363936,-0.937743
8931,Château du Cayrou,44.4805641,1.1448749
8932,Château de Cayx,44.4904699,1.3052221
8933,Castillo de Maluenda,41.2880658,-1.6175563
8934,William Marie,45.4876775,-122.6482308
8935,Brash Higgins,-35.2514654,138.5213368
8936,Château Lafleur du Roy,44.92246069999999,-0.2085159
8937,Settlers Rise,-27.6884635,153.2669861
8938,Pierre Chainier,47.4149701,1.0166216
8939,Château Plince,44.9208883,-0.2157562
8940,Tudor Wines,36.5537824,-121.9209526
8941,Le Masciare,40.982749,15.024833
8942,Vignemastre,43.6362219,11.175027
8943,Infinitus,22.278933,114.182365
8944,Château la Gorre,45.350328,-0.871514
8945,Domaine du Grand Tinel,44.0553021,4.8363404
8946,De Fina,43.6487056,-79.44985919999999
8947,Amizade,40.4620501,-79.9663415
8948,Trailhead,37.2815865,-95.7997013
8949,Château Lapelletrie,44.8918282,-0.1271669
8950,Sonora,29.2972247,-110.3308814
8951,Vieux Château Négrit,45.6017405,-74.61827439999999
8952,Castel Roubine,43.4948408,6.4102312
8953,Robinson Family Vineyards,38.410843,-122.319349
8954,Marchesi Torrigiani,40.020861,-105.26002
8955,Michel Léon,38.4364894,-78.15423439999999
8956,Calavera,37.8128427,-122.2662111
8957,Château les Hauts d'Aglan,39.9281086,-75.0828332
8958,Christopher Michael,32.7910016,-96.7797246
8959,Domaine Bernard Moreau,46.9363436,4.7324473
8960,Domaine Rives-Blanques,43.1155509,2.2252893
8961,Fratelli Ponte,44.84064799999999,8.031374
8962,Infidel,29.7699346,-95.60284109999999
8963,Marius,37.09024,-95.712891
8964,Becker,42.2670243,-71.81191799999999
8965,Château Bernés,39.5687746,-107.5150291
8966,Château du Lort,44.8779881,-0.4536484
8967,Les Mines,46.208968,-70.6789639
8968,Envolve,30.4296513,-97.75933719999999
8969,Pago Casa del Blanco,38.9562315,-3.4046958
8970,Parejas Cellars,46.25578970000001,-119.9054498
8971,Domaine Don Gonzalo,28.1092215,-81.6179949
8972,Cuttaway Hill Estate,-34.615137,150.2497805
8973,Bowen Estate,-37.342429,140.845593
8974,Tierra Brisa,31.7840632,-106.265225
8975,Les Vignes des Prêcheurs,44.277643,3.227256
8976,Wayne Gretzky Estates,43.2112586,-79.1348383
8977,Sawyer & Lindquist,34.0908279,-118.2779659
8978,Celler Burgos-Porta,41.22515,0.845614
8979,Château Gaby,44.9324722,-0.280163
8980,Château Rochebelle,44.88298899999999,-0.135963
8981,Domaine de la Croix,43.1982381,6.56929
8982,Fattoria La Ripa,43.52504,11.2513592
8983,Ébano,29.1078714,-110.9896721
8984,M. Cosentino,41.5547169,-72.646672
8985,Argana,35.492905,-97.566237
8986,Better Half,30.2713068,-97.7586104
8987,Bootstrap,40.1615176,-105.1062102
8988,Château les Anguilleys,45.3723755,-0.8873823
8989,Figge,41.5205266,-90.5763357
8990,Château Henry de France,49.2745039,-0.4500344000000001
8991,Château La Croix Chantecaille,44.92872209999999,-0.1846113
8992,Château Lamothe Bouscaut,44.74678480000001,-0.5483397
8993,Borne,52.3002366,6.7537258
8994,Château Bellevue Favereau,30.2710938,-97.74709829999999
8995,La Diligence,48.8609853,-72.2262107
8996,Château Venus,44.625418,-0.377516
8997,Game of Thrones,38.9151058,-77.0216492
8998,Pont du Rhône,46.2280533,7.3700825
8999,Tenuta Chiccheri,45.5206471,11.1889655
9000,Biasotto,39.7023394,-75.6504044
9001,Domaine du Petit Bondieu,47.2820961,0.2335353
9002,Carod Freres,44.7222354,5.2666765
9003,Rosati Family,40.6421237,-74.3799609
9004,Cordant,39.7798103,-104.8494295
9005,Confrerie de Oisly et Thesée,47.3892833,1.3781129
9006,Il Cavaliere,45.514048,-73.557994
9007,Sierra Vista,31.5455001,-110.2772856
9008,Wine Out West,36.3157959,-95.6249215
9009,Château le Paradis,43.6294266,5.479877699999999
9010,Dubindil,47.9271161,-122.1010225
9011,Ballancin,45.918567,12.17757
9012,Cantine di Ora,46.3600007,11.2978797
9013,Cória,39.9829198,-6.5143087
9014,Château Truquet,44.909662,-0.200316
9015,Splendore,43.2208536,-71.497897
9016,Domaine La Jeanne,34.0837666,-118.3409176
9017,Birichino,36.9744261,-122.0277867
9018,Everett Ridge,38.6106699,-122.8921192
9019,Sausal,33.9179656,-118.41617
9020,Alderbrook,47.3473964,-123.0675384
9021,Domaine Borie de Maurel,43.3298362,2.6031772
9022,Monastir,35.7642515,10.8112885
9023,Domaine Lathuilière-Gravallon,46.17476389999999,4.6485686
9024,Domaine Sangouard,46.31220099999999,4.711425999999999
9025,Messina Hof,30.702405,-96.32335359999999
9026,Château le Sartre,44.706117,-0.617952
9027,Carivintas,34.5953857,-120.139397
9028,Coturri Winery,38.3713136,-122.5637552
9029,Evodia,29.5271651,-98.6027032
9030,Suncé Vineyard & Winery,38.4650831,-122.816981
9031,True Vine,32.328012,-95.329684
9032,Cascina Bretta Rossa,44.6255207,8.6779741
9033,Château Belcier,44.921937,0.005283899999999999
9034,Anonymous,37.0561729,-95.7067902
9035,Château les Bormettes,43.1263376,6.2537202
9036,Château Montcabrier,44.5416839,1.07365
9037,Buil & Giné,37.09024,-95.712891
9038,Château Le Pin de Belcier,44.921937,0.005283899999999999
9039,La Antigua,36.1326703,-95.8504892
9040,Ossiam,48.8775171,2.2846061
9041,Lucas Carton,48.8697282,2.3232
9042,Shady Lane,44.892332,-85.663293
9043,Poderi San Lazzaro,42.9247231,13.7238121
9044,Marcus James,38.130552,-90.602982
9045,J.L. Chave,45.0399124,4.8300854
9046,Conte Leopardi,43.4888917,13.6169827
9047,Dirler-Cadé,47.91754359999999,7.2480457
9048,Venteux,35.555722,-120.73504
9049,Los Padres,34.7232188,-119.7038985
9050,Domaine Les Carmels,44.71497369999999,-0.3567526
9051,Finca Ventura,38.995749,-122.84047
9052,Domaine Grossot,47.8140073,3.8572251
9053,Cape May,38.9351125,-74.90600529999999
9054,François Buffet,47.0016949,4.780940999999999
9055,T.A.T.T,35.999899,-115.205914
9056,Retzlaff,37.6724963,-121.7532953
9057,Mas Oncle Ernest,44.21760099999999,5.148683999999999
